Site,Artifact_No,Artifact_Type,Art_Class,Condensed_Cores,Archaeological_Stage,Tool_Type,Art_Category,Dissolution,Patination,Abrasion,Edge_Damage,Patina_Condensed,Condition,Length,Max_Width,Thickness,Platform_Width,Platform_Height,X_Coord,Y_Coord,Z_Coord,X_Origin,Y_Origin,Z-Origin,Distance,Zdistance
188,21,21,Debitage,,,,blades_cores,4,5,2,4,,c,113.61,49.71,8.26,22.86,10.69,293.767,172.816,529.737,287,190,532.5,18.67394747,2.763
188,67,9,Core,Lev_other,Middle Pal,,Levallois,4,5,2,4,,c,97.01,107.91,22.81,,,300.104,165.383,529.694,287,190,532.5,28.0282918,2.806
188,54,17,Core,Lev_other,Middle Pal,,Levallois,5,5,2,4,,c,74.49,66.59,19.82,,,300.521,170.51,529.785,287,190,532.5,23.87569404,2.715
188,93,20,Debitage,,,,flakes_cores,4,5,2,4,,md,106.55,37.77,11.25,,,300.857,166.95,529.734,287,190,532.5,27.03645141,2.766
188,94,27,Debitage,,,,,4,5,2,4,,c,99.8,36,18.34,22.96,14.73,300.726,166.623,529.721,287,190,532.5,27.25087239,2.779
188,100,9,Core,Lev_other,Middle Pal,,Levallois,5,5,2,4,,c,81.25,73.78,38.75,,,298.708,166.541,529.74,287,190,532.5,26.36322334,2.76
188,17,9,Core,Lev_other,Middle Pal,,Levallois,5,6,2,4,,c,103.73,67.12,32.36,,,296.845,176.04,529.797,287,190,532.5,17.29484993,2.703
188,60,17,Core,Lev_other,Middle Pal,,Levallois,6,6,2,4,,c,71.03,48.97,25.82,,,299.544,167.362,529.74,287,190,532.5,26.0278424,2.76
188,40,17,Core,Lev_other,Middle Pal,,Levallois,6,6,3,4,,md,82.62,80.47,38.91,,,298.307,170.644,529.828,287,190,532.5,22.57526454,2.672
188,62,21,Debitage,,,,blades_cores,6,6,2,4,,c,119.87,39.48,17.24,34.19,17.57,298.199,166.319,529.717,287,190,532.5,26.34297726,2.783
188,74,21,Debitage,,,,blades_cores,6,6,2,4,,c,116.89,41.82,19.84,24.29,15.5,301.122,165.533,529.68,287,190,532.5,28.3904451,2.82
188,79,21,Debitage,,,,blades_cores,6,6,2,4,,c,157.16,52.26,30.9,25.94,25.9,301.18,163.323,529.612,287,190,532.5,30.34922195,2.888
188,101,19,Core,,,,,6,6,2,4,,,,,,,,297.695,167.103,529.761,287,190,532.5,25.41963326,2.739
188,52,27,Debitage,,,,,5,6,3,4,,c,171.49,46.69,30.16,,,296.616,167.702,529.763,287,190,532.5,24.43684573,2.737
188,96,2,Core,uni_blade,,,blades_cores,5,6,3,4,,c,68.9,44.32,27.98,,,299.3,166.072,529.728,287,190,532.5,27.04668497,2.772
188,86,24,Debitage,,Middle Pal,,Levallois,6,6,3,4,,c,71.27,45.27,11.83,32.72,14.21,297.071,171.296,529.778,287,190,532.5,21.41667437,2.722
188,83,9,Core,Lev_other,Middle Pal,,Levallois,6,6,3,4,,c,88.87,87.7,23.46,,,300.067,173.837,529.807,287,190,532.5,20.95808453,2.693
188,95,16,Core,Lev_Nubian,Middle Pal,,Levallois,6,6,3,4,,c,124.59,98.91,44.83,,,300.377,166.842,529.709,287,190,532.5,26.88915718,2.791
188,98,27,Debitage,,,,,6,6,3,4,,c,131.35,31.75,25.09,29.98,13.78,297.983,165.609,529.709,287,190,532.5,26.8949224,2.791
188,64,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,1,1,3,,c,152.43,93.05,29.18,,,297.316,165.583,529.725,287,190,532.5,26.65164854,2.775
188,48,21,Debitage,,,,blades_cores,5,6,2,5,,c,110.18,37.1,19.87,27.12,10.68,302.657,169.179,529.728,287,190,532.5,26.19808531,2.772
188,72,26,Debitage,,,,blades_cores,6,6,3,5,,c,132.58,18.1,27.52,20.34,14.63,301.292,166.996,529.71,287,190,532.5,27.22552809,2.79
419,220,2,Core,uni_blade,,,blades_cores,1,1,1,1,1,c,77.01,18.97,34.86,,,266.245,163.417,527.625,287,161,529,20.94045222,1.375
419,260,2,Core,uni_blade,,,blades_cores,1,1,1,1,1,c,71.1,30.25,27.07,,,270.79,159.732,527.783,287,161,529,16.30499963,1.217
419,265,2,Core,uni_blade,,,blades_cores,1,1,1,1,1,c,60.14,27.46,81.1,,,272.206,159.242,527.842,287,161,529,14.94302392,1.158
419,269,2,Core,uni_blade,,,blades_cores,1,1,1,1,1,c,76.02,29.58,32.33,,,272.511,157.618,527.882,287,161,529,14.92042121,1.118
419,276,2,Core,uni_blade,,,blades_cores,1,1,1,1,1,c,103.83,34.39,56.54,,,275.019,161.372,528.054,287,161,529,12.02404512,0.946
419,280,2,Core,uni_blade,,,blades_cores,1,1,1,1,1,c,84.53,32.29,37.46,,,278.423,161.517,528.371,287,161,529,8.615559123,0.629
419,281,2,Core,uni_blade,,,blades_cores,1,1,1,1,1,c,56.73,27.04,27.21,,,279.037,161.501,528.398,287,161,529,8.001423248,0.602
419,197,4,Core,bidirectional,Middle Pal,,Levallois,1,99,1,2,,c,54.1,32.36,21.62,,,261.771,154.557,527.711,287,161,529,26.07060051,1.289
419,207,17,Core,Lev_other,Middle Pal,,Levallois,1,2,1,2,1,c,53.13,50.15,12.05,,,261.54,155.481,527.725,287,161,529,26.08249578,1.275
419,152,15,Core,Lev_Nubian,Middle Pal,,Levallois,1,2,1,2,1,c,61.2,47.95,14.6,,,258.72,159.812,527.61,287,161,529,28.33905157,1.39
419,157,14,Core,Lev_Nubian,Middle Pal,,Levallois,1,3,1,2,1,c,40.14,51.16,24.2,,,257.633,156.84,527.679,287,161,529,29.68958285,1.321
419,148,4,Core,bidirectional,Middle Pal,,Levallois,1,3,1,2,1,c,62.18,40.13,16.69,,,258.586,163.756,527.608,287,161,529,28.58126302,1.392
419,204,9,Core,Lev_other,Middle Pal,,Levallois,2,99,1,2,,c,59.29,62.62,22.13,,,260.563,155.314,527.739,287,161,529,27.07093803,1.261
419,219,21,Debitage,,,,blades_cores,1,1,1,1,1,md,47.1,14.53,7.57,,,266.1,163.649,527.613,287,161,529,21.1128153,1.387
419,224,21,Debitage,,,,blades_cores,1,1,1,1,1,c,43.74,10.83,4.81,10.52,3.67,265.471,162.103,527.664,287,161,529,21.59859593,1.336
419,268,50,Tool,,,"misc (notch, perf, rp, dent, trunc)",,1,1,1,1,1,c,68.38,42.25,23.18,,,272.489,157.572,527.879,287,161,529,14.95248963,1.121
419,279,1,Core,uni_flake,,,flakes_cores,1,1,1,1,1,c,53.62,38.97,71.32,,,278.74,161.232,528.387,287,161,529,8.285963613,0.613
419,85,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,53.72,27.01,42.81,,,251.329,163.446,527.662,287,161,529,35.7797904,1.338
419,221,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,86.68,29.32,51.53,,,265.667,162.948,527.618,287,161,529,21.46628792,1.382
419,245,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,72.76,34.61,38.12,,,267.917,161.644,527.659,287,161,529,19.14089617,1.341
419,248,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,73.5,15.2,44.07,,,268.782,163.184,527.748,287,161,529,18.39110883,1.252
419,255,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,65.4,31.95,45.43,,,271.154,161.731,527.831,287,161,529,15.90586804,1.169
419,261,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,64.59,27.28,47.16,,,272.418,160.359,527.864,287,161,529,14.64022203,1.136
419,264,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,94.5,38.25,37.99,,,272.422,158.88,527.854,287,161,529,14.77585192,1.146
419,266,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,69.07,34.4,24.58,,,272.312,158.018,527.861,287,161,529,15.03086787,1.139
419,267,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,49.06,32.48,59.84,,,271.891,158.016,527.811,287,161,529,15.4466779,1.189
419,271,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,68.34,42.31,43.16,,,274.552,160.54,528.028,287,161,529,12.49436225,0.972
419,278,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,118.33,33.01,37.5,,,278.597,161.11,528.384,287,161,529,8.426266374,0.616
419,282,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,63.61,32.62,43.12,,,279.637,160.949,528.479,287,161,529,7.381585941,0.521
419,298,2,Core,uni_blade,,,blades_cores,1,2,1,1,1,c,73.87,21.82,20.6,,,285.33,160.429,528.976,287,161,529,1.765082718,0.024
419,225,27,Debitage,,,,,1,2,1,1,1,c,83.17,24.54,12.61,16.51,6.61,266.188,162.312,527.664,287,161,529,20.89606623,1.336
419,228,27,Debitage,,,,,1,2,1,1,1,c,67.43,20,7.13,16.51,6.95,264.678,161.459,527.647,287,161,529,22.36767699,1.353
419,212,9,Core,Lev_other,Middle Pal,,Levallois,2,99,1,2,,c,53.72,27.92,14.56,,,261.944,155.831,527.656,287,161,529,25.61889992,1.344
419,244,27,Debitage,,,,,1,2,1,1,1,c,94.61,29.52,23.6,29.09,16.66,267.148,160.89,527.673,287,161,529,19.89660607,1.327
419,249,27,Debitage,,,,,1,2,1,1,1,c,81.45,25.47,14.82,27.56,13.05,269.056,162.973,527.759,287,161,529,18.09474913,1.241
419,258,1,Core,uni_flake,,,flakes_cores,1,2,1,1,1,c,57.21,51.2,21.96,,,270.542,160.736,527.778,287,161,529,16.5054156,1.222
419,262,1,Core,uni_flake,,,flakes_cores,1,2,1,1,1,c,42.78,49.28,35.11,,,272.548,158.852,527.875,287,161,529,14.65400399,1.125
419,286,1,Core,uni_flake,,,flakes_cores,1,2,1,1,1,c,47.81,34.9,61.18,,,279.82,161.744,528.408,287,161,529,7.242679062,0.592
419,287,21,Debitage,,,,blades_cores,1,2,1,1,1,c,63.02,15.27,8.21,12.66,8.76,280.138,161.93,528.449,287,161,529,6.946621121,0.551
419,296,27,Debitage,,,,,1,2,1,1,1,c,94.29,30.47,25.95,,,284.503,160.833,528.902,287,161,529,2.504496357,0.098
419,143,4,Core,bidirectional,Middle Pal,,Levallois,1,99,1,3,,c,38.15,22.63,23.28,,,258.259,164.598,527.581,287,161,529,29.00007321,1.419
419,68,2,Core,uni_blade,,,blades_cores,1,3,1,1,1,c,48.09,39.81,22.19,,,253.585,151.922,527.748,287,161,529,34.6488068,1.252
419,290,2,Core,uni_blade,,,blades_cores,1,3,1,1,1,c,72.04,29.38,21.09,,,284.018,159.423,528.881,287,161,529,3.37541316,0.119
419,242,21,Debitage,,,,blades_cores,1,3,1,1,1,c,47.79,14.28,5.69,8.79,2.51,266.994,160.622,527.674,287,161,529,20.05345845,1.326
419,297,27,Debitage,,,,,1,3,1,1,1,md,67.1,17.07,8.96,,,285.374,161.406,528.948,287,161,529,1.676727766,0.052
419,259,2,Core,uni_blade,,,blades_cores,1,1,1,2,1,c,54.38,33.03,25.73,,,269.813,159.957,527.754,287,161,529,17.26364197,1.246
419,130,14,Core,Lev_Nubian,Middle Pal,,Levallois,1,1,1,3,1,c,53.63,42.76,21.08,,,255.434,159.477,527.657,287,161,529,31.631243,1.343
419,168,27,Debitage,,,,,1,1,1,2,1,c,83.58,34.17,12.57,26.97,11.24,257.727,152.322,527.684,287,161,529,30.56056395,1.316
419,234,1,Core,uni_flake,,,flakes_cores,1,1,1,2,1,c,42.5,37.85,75.79,,,267.692,156.415,527.633,287,161,529,19.89195259,1.367
419,238,27,Debitage,,,,,1,1,1,2,1,c,61.73,17.58,8.06,13.3,3.66,268.079,158.579,527.698,287,161,529,19.11964137,1.302
419,241,27,Debitage,,,,,1,1,1,2,1,c,59.19,16.6,7.87,,,267.197,159.33,527.685,287,161,529,19.91675009,1.315
419,246,16,Core,Lev_Nubian,Middle Pal,,Levallois,1,2,1,3,1,c,53.64,39.17,19.87,,,268.673,163.082,527.743,287,161,529,18.48766351,1.257
419,252,21,Debitage,,,,blades_cores,1,1,1,2,1,c,86.97,37.65,9.21,27.73,10.74,267.153,163.908,527.678,287,161,529,20.10242664,1.322
419,102,4,Core,bidirectional,Middle Pal,,Levallois,1,2,1,3,1,c,53.79,26.11,32.38,,,252.922,160.962,527.681,287,161,529,34.10353778,1.319
419,89,17,Core,Lev_other,Middle Pal,,Levallois,1,2,1,3,1,c,54.44,55.34,17.25,,,253.14,162.88,527.682,287,161,529,33.93775367,1.318
419,181,24,Debitage,,Middle Pal,,Levallois,1,2,1,3,1,c,48.09,25.94,4.8,18.62,6.05,261.661,162.784,527.722,287,161,529,25.43385266,1.278
419,186,17,Core,Lev_other,Middle Pal,,Levallois,1,2,1,3,1,c,56.65,40.59,19.38,,,260.665,160.009,527.715,287,161,529,26.38494895,1.285
419,97,2,Core,uni_blade,,,blades_cores,1,2,1,2,1,c,53.33,23.67,45.01,,,255.206,163.642,527.587,287,161,529,31.93485821,1.413
419,174,2,Core,uni_blade,,,blades_cores,1,2,1,2,1,c,66.79,26.45,36.37,,,257.405,161.423,527.691,287,161,529,29.62695453,1.309
419,235,2,Core,uni_blade,,,blades_cores,1,2,1,2,1,c,41.65,19.95,67.77,,,268.064,156.857,527.661,287,161,529,19.4301175,1.339
419,263,2,Core,uni_blade,,,blades_cores,1,2,1,2,1,c,68.26,48.83,37.07,,,272.441,159.04,527.85,287,161,529,14.73528354,1.15
419,283,2,Core,uni_blade,,,blades_cores,1,2,1,2,1,c,75.13,34.9,41.87,,,279.366,162.265,528.38,287,161,529,7.762897719,0.62
419,88,4,Core,bidirectional,Middle Pal,,Levallois,1,2,1,3,1,c,59.01,45.03,26.93,,,252.991,163.066,527.649,287,161,529,34.09846973,1.351
419,215,40,Tool,,,"misc (notch, perf, rp, dent, trunc)",,1,2,1,2,1,c,84.71,60.92,17.74,,,263.562,156.821,527.644,287,161,529,23.84622865,1.356
419,222,21,Debitage,,,,blades_cores,1,2,1,2,1,c,69.98,23.58,10.34,13.93,6.55,266.338,162.871,527.659,287,161,529,20.78983324,1.341
419,230,21,Debitage,,,,blades_cores,1,2,1,2,1,c,91.26,33.08,8.68,31.75,14.2,265.855,160.338,527.647,287,161,529,21.19858198,1.353
419,237,6,Core,multi_plat,,,flakes_cores,1,2,1,2,1,c,52.95,35.47,57.22,,,268.01,158.217,527.682,287,161,529,19.23804338,1.318
419,240,27,Debitage,,,,,1,2,1,2,1,c,76.19,21.29,7.96,,,267.611,159.102,527.692,287,161,529,19.52553684,1.308
419,251,21,Debitage,,,,blades_cores,1,2,1,2,1,c,85.26,26.8,7.49,12.41,4.92,267.184,163.308,527.685,287,161,529,19.99324749,1.315
419,187,17,Core,Lev_other,Middle Pal,,Levallois,1,2,1,3,1,c,63.64,46.27,16.97,,,262.159,157.206,527.702,287,161,529,25.16256189,1.298
419,254,27,Debitage,,,,,1,2,1,2,1,c,38.88,10.53,6.2,9.98,5.36,269.828,161.71,527.778,287,161,529,17.23006001,1.222
419,256,27,Debitage,,,,,1,2,1,2,1,c,90.73,19.54,22.61,,,270.748,161.814,527.814,287,161,529,16.31553542,1.186
419,257,27,Debitage,,,,,1,2,1,2,1,md,61.43,16.69,5.34,,,271.73,161.064,527.847,287,161,529,15.31360196,1.153
419,274,27,Debitage,,,,,1,2,1,2,1,c,63.75,18.54,10.83,13.15,7.61,274.977,162.037,528.037,287,161,529,12.10600128,0.963
419,2,17,Core,Lev_other,Middle Pal,,Levallois,1,2,1,3,1,c,67.97,37.9,20.41,,,250.75,151.216,527.804,287,161,529,37.56620252,1.196
419,158,17,Core,Lev_other,Middle Pal,,Levallois,1,2,1,3,1,c,69.74,77.82,17.67,,,257.89,156.719,527.677,287,161,529,29.45283331,1.323
419,202,4,Core,bidirectional,Middle Pal,,Levallois,1,99,1,3,,c,63.56,40.7,20.19,,,259.416,154.321,527.707,287,161,529,28.41052527,1.293
419,101,15,Core,Lev_Nubian,Middle Pal,,Levallois,1,2,1,3,1,c,77.94,41.12,28.1,,,253.517,160.859,527.667,287,161,529,33.50982034,1.333
419,194,14,Core,Lev_Nubian,Middle Pal,,Levallois,1,99,1,3,,c,65.41,32.71,14.74,,,262.515,154.332,527.708,287,161,529,25.40957916,1.292
419,160,17,Core,Lev_other,Middle Pal,,Levallois,1,2,1,3,1,c,79.19,44.22,20.74,,,256.197,157.667,527.664,287,161,529,31.01158806,1.336
419,6,2,Core,uni_blade,,,blades_cores,1,3,1,2,1,c,100.64,31.83,19.43,,,249.67,153.791,527.807,287,161,529,38.0384257,1.193
419,295,2,Core,uni_blade,,,blades_cores,1,3,1,2,1,c,82.75,45.11,21.54,,,284.572,161.446,528.886,287,161,529,2.471253933,0.114
419,29,47,Tool,,,endscraper,,1,3,1,2,1,c,71.79,46.7,13.51,20.58,8.84,249.202,164.668,527.77,287,161,529,37.99547247,1.23
419,270,27,Debitage,,,,,1,3,1,2,1,c,68.28,15.08,6.32,,,273.692,161.576,527.959,287,161,529,13.36107484,1.041
419,275,21,Debitage,,,,blades_cores,1,3,1,2,1,c,60.16,8.33,7.97,7.1,5.63,275.435,161.88,528.068,287,161,529,11.6358175,0.932
419,277,1,Core,uni_flake,,,flakes_cores,1,3,1,2,1,c,81.28,39.05,38.09,,,275.966,160.159,528.18,287,161,529,11.09634341,0.82
419,289,27,Debitage,,,,,1,3,1,2,1,c,80.26,19.9,7.14,12.5,5.52,283.56,159.455,528.841,287,161,529,3.774374915,0.159
419,198,4,Core,bidirectional,Middle Pal,,Levallois,1,2,1,3,1,c,98.99,36.11,24.07,,,261.408,154.692,527.717,287,161,529,26.3891534,1.283
419,294,27,Debitage,,,,,1,3,1,2,1,c,66.51,20.1,8.41,16.32,7.07,284.26,162.175,528.823,287,161,529,2.986562238,0.177
419,1,9,Core,Lev_other,Middle Pal,,Levallois,1,2,1,3,1,c,62.12,53.71,15.78,,,250.587,150.58,527.808,287,161,529,37.89332175,1.192
419,141,9,Core,Lev_other,Middle Pal,,Levallois,1,2,1,3,1,c,66.58,31.74,14.59,,,258.426,164.646,527.624,287,161,529,28.83851882,1.376
419,76,2,Core,uni_blade,,,blades_cores,2,4,1,2,2,c,76.78,23.47,30.32,,,252.579,156.004,527.709,287,161,529,34.80563084,1.291
419,193,9,Core,Lev_other,Middle Pal,,Levallois,1,2,1,3,1,c,48.3,39.48,11.9,,,262.876,154.784,527.702,287,161,529,24.94575788,1.298
419,69,4,Core,bidirectional,Middle Pal,,Levallois,1,3,1,3,1,c,59.29,35.12,31.86,,,253.541,152.414,527.714,287,161,529,34.56700555,1.286
419,223,21,Debitage,,,,blades_cores,1,1,1,3,1,c,58.45,14.17,5.77,11.16,7.66,265.267,162.469,527.649,287,161,529,21.82444618,1.351
419,243,27,Debitage,,,,,1,1,1,3,1,c,50.76,18.2,7.49,15.65,8.25,266.664,160.507,527.66,287,161,529,20.38606252,1.34
419,142,25,Debitage,,Middle Pal,,Levallois,1,3,1,3,1,c,78.69,40.1,19.66,30.58,13.39,258.065,164.632,527.601,287,161,529,29.19559641,1.399
419,206,14,Core,Lev_Nubian,Middle Pal,,Levallois,1,3,1,3,1,c,66.42,54.21,13.22,,,260.644,155.37,527.733,287,161,529,26.98038037,1.267
419,173,14,Core,Lev_Nubian,Middle Pal,,Levallois,1,3,1,3,1,c,66.78,38.02,15.45,,,257.746,156.565,527.569,287,161,529,29.62285439,1.431
419,86,4,Core,bidirectional,Middle Pal,,Levallois,1,3,1,3,1,c,68.92,30.03,23.36,,,251.41,163.456,527.683,287,161,529,35.69894291,1.317
419,53,4,Core,bidirectional,Middle Pal,,Levallois,1,3,1,3,1,c,74.74,40.59,17.86,,,250.552,158.035,527.726,287,161,529,36.59058629,1.274
419,150,17,Core,Lev_other,Middle Pal,,Levallois,1,3,1,3,1,c,86.18,28,24.95,,,259.207,162.392,527.658,287,161,529,27.86017726,1.342
419,51,9,Core,Lev_other,Middle Pal,,Levallois,1,3,1,3,1,c,64.63,60.8,15.12,,,250.062,159.389,527.772,287,161,529,36.99350144,1.228
419,119,60,Tool,,Middle Pal,burin,Levallois,1,3,1,3,1,c,58.34,21.43,16.65,20.51,5.7,255.138,157.025,527.678,287,161,529,32.13620004,1.322
419,58,2,Core,uni_blade,,,blades_cores,1,2,1,3,1,c,58.44,20.81,50.9,,,251.864,157.572,527.695,287,161,529,35.32694022,1.305
419,98,9,Core,Lev_other,Middle Pal,,Levallois,1,99,1,3,,c,52.54,54.85,15.12,,,254.05,161.421,527.634,287,161,529,32.98098993,1.366
419,169,2,Core,uni_blade,,,blades_cores,1,2,1,3,1,c,63.03,32.29,29.47,,,258.749,152.182,527.676,287,161,529,29.6248055,1.324
419,191,9,Core,Lev_other,Middle Pal,,Levallois,1,3,1,3,1,c,58.36,42.09,15.16,,,263.621,155.416,527.696,287,161,529,24.07195698,1.304
419,32,4,Core,bidirectional,Middle Pal,,Levallois,1,4,1,3,2,c,52.41,28.47,14.24,,,249.72,165.546,527.749,287,161,529,37.57698121,1.251
419,179,2,Core,uni_blade,,,blades_cores,1,2,1,3,1,c,80.62,21.09,51.4,,,259.568,163.413,527.699,287,161,529,27.56863787,1.301
419,247,16,Core,Lev_Nubian,Middle Pal,,Levallois,1,4,1,3,2,c,60.6,47.84,25.43,,,268.683,163.242,527.798,287,161,529,18.49280555,1.202
419,218,9,Core,Lev_other,Middle Pal,,Levallois,1,99,1,3,,c,50.62,42.21,18.35,,,263.887,157.339,527.634,287,161,529,23.44098219,1.366
419,195,2,Core,uni_blade,,,blades_cores,1,2,1,3,1,c,52.01,41.63,17.84,,,262.539,153.978,527.716,287,161,529,25.48131984,1.284
419,239,17,Core,Lev_other,Middle Pal,,Levallois,2,1,1,3,1,c,47.51,48.91,18.59,,,267.997,158.948,527.687,287,161,529,19.15851461,1.313
419,226,17,Core,Lev_other,Middle Pal,,Levallois,2,1,1,3,1,c,77.2,42.19,11.33,,,264.231,161.856,527.648,287,161,529,22.82516158,1.352
419,134,17,Core,Lev_other,Middle Pal,,Levallois,2,3,1,3,1,pm,49.65,31.29,14.99,,,253.886,158.736,527.7,287,161,529,33.21675318,1.3
419,111,5,Core,bidirectional,Middle Pal,,Levallois,2,3,1,3,1,c,55.37,34.4,49.42,,,254.627,155.097,527.719,287,161,529,32.93170963,1.281
419,229,27,Debitage,,,,,1,2,1,3,1,c,84.71,15.35,13.38,,,265.743,160.317,527.642,287,161,529,21.3112811,1.358
419,231,21,Debitage,,,,blades_cores,1,2,1,3,1,c,46.14,13.53,5.96,2.36,,266.764,160.763,527.676,287,161,529,20.28065189,1.324
419,273,27,Debitage,,,,,1,2,1,3,1,c,72.14,23.68,8.33,13.42,6.24,273.961,163.074,527.97,287,161,529,13.24303202,1.03
419,107,16,Core,Lev_Nubian,Middle Pal,,Levallois,2,3,1,3,1,c,61.56,36.44,27.08,,,253.12,160.074,527.681,287,161,529,33.91830829,1.319
419,144,16,Core,Lev_Nubian,Middle Pal,,Levallois,2,3,1,3,1,c,62.09,57.09,24.2,,,258.265,163.581,527.593,287,161,529,28.88496902,1.407
419,129,16,Core,Lev_Nubian,Middle Pal,,Levallois,2,3,1,3,1,c,62.27,36.75,20.26,,,255.149,157.855,527.664,287,161,529,32.03376534,1.336
419,73,25,Debitage,,Middle Pal,,Levallois,2,3,1,3,1,c,79.23,35.31,9.47,,,252.698,155.528,527.702,287,161,529,34.75995961,1.298
419,210,4,Core,bidirectional,Middle Pal,,Levallois,2,3,1,3,1,c,65.63,42.53,11.83,,,262.865,154.108,527.699,287,161,529,25.1334536,1.301
419,106,16,Core,Lev_Nubian,Middle Pal,,Levallois,2,3,1,3,1,c,67.74,52.65,20.08,,,252.559,159.801,527.683,287,161,529,34.48702033,1.317
419,216,4,Core,bidirectional,Middle Pal,,Levallois,2,3,1,3,1,c,69.96,41.02,18.98,,,263.401,157.205,527.622,287,161,529,23.94188192,1.378
419,96,2,Core,uni_blade,,,blades_cores,1,3,1,3,1,c,66.8,40.75,21.47,,,253.787,163.601,527.612,287,161,529,33.3435918,1.388
419,127,2,Core,uni_blade,,,blades_cores,1,3,1,3,1,c,63.72,34.63,20.48,,,255.076,158.439,527.678,287,161,529,32.05383255,1.322
419,78,16,Core,Lev_Nubian,Middle Pal,,Levallois,2,3,1,3,1,c,72.75,60.93,19.66,,,253.002,156.22,527.727,287,161,529,34.35597376,1.273
419,99,19,Core,,,,,1,3,1,3,1,,,,,,,253.891,161.162,527.666,287,161,529,33.13625931,1.334
419,126,16,Core,Lev_Nubian,Middle Pal,,Levallois,2,3,1,3,1,c,73.61,40.76,17.43,,,255.562,158.918,527.665,287,161,529,31.53513585,1.335
419,74,47,Tool,,,endscraper,,1,99,1,3,,c,48.51,30.21,11.52,21.65,13.7,252.396,155.397,527.691,287,161,529,35.07910925,1.309
419,20,9,Core,Lev_other,Middle Pal,,Levallois,2,3,1,3,1,c,59.76,41.43,12.43,,,249.156,160.598,527.788,287,161,529,37.86553689,1.212
419,25,9,Core,Lev_other,Middle Pal,,Levallois,2,3,1,3,1,c,64.92,45.76,24.36,,,248.447,163.472,527.782,287,161,529,38.6513663,1.218
419,236,27,Debitage,,,,,1,3,1,3,1,c,65.84,17.93,9.11,17.89,13.88,268.399,157.505,527.661,287,161,529,18.9738016,1.339
419,299,27,Debitage,,,,,1,3,1,3,1,c,99.55,26.88,11.36,15.52,8.7,284.447,159.788,528.937,287,161,529,2.826786515,0.063
419,56,9,Core,Lev_other,Middle Pal,,Levallois,2,3,1,3,1,c,58.28,43.61,14.24,,,251.367,157.417,527.702,287,161,529,35.83620211,1.298
419,105,9,Core,Lev_other,Middle Pal,,Levallois,2,3,1,3,1,c,61.57,54.07,16.21,,,252.987,160.75,527.685,287,161,529,34.03932864,1.315
419,208,23,Debitage,,Middle Pal,Lev point,Levallois,2,4,1,3,2,c,51.46,22.91,5.96,26.42,4.88,261.498,155.868,527.707,287,161,529,26.04536959,1.293
419,185,2,Core,uni_blade,,,blades_cores,1,99,1,3,,c,58.18,31.38,25.27,,,262.906,160.107,527.697,287,161,529,24.14572621,1.303
419,214,24,Debitage,,Middle Pal,,Levallois,2,4,1,3,2,c,53.63,30.4,7.28,,,263.198,154.821,527.653,287,161,529,24.62782276,1.347
419,64,4,Core,bidirectional,Middle Pal,,Levallois,2,4,1,3,2,c,66.07,49.75,35.54,,,251.468,153.216,527.7,287,161,529,36.39785268,1.3
419,201,2,Core,uni_blade,,,blades_cores,2,2,1,3,1,c,67.59,39.58,20.75,,,260.5,154,527.708,287,161,529,27.43937434,1.292
419,62,4,Core,bidirectional,Middle Pal,,Levallois,2,4,1,3,2,c,73.68,33.76,24.42,,,251.717,155.434,527.673,287,161,529,35.74396976,1.327
419,16,14,Core,Lev_Nubian,Middle Pal,,Levallois,2,4,1,3,2,c,75.44,44.69,32.92,,,247.972,155.181,527.831,287,161,529,39.47672866,1.169
419,21,9,Core,Lev_other,Middle Pal,,Levallois,2,4,1,3,2,c,54.26,49.84,17.01,,,248.559,161.584,527.808,287,161,529,38.46391037,1.192
419,43,9,Core,Lev_other,Middle Pal,,Levallois,2,4,1,3,2,c,52.84,37.89,16.44,,,250.852,163.89,527.731,287,161,529,36.28553934,1.269
419,132,54,Tool,,Middle Pal,sidescraper,Levallois,2,4,1,3,2,c,48.98,57.51,16.03,60.85,13.64,254.205,159.659,527.704,287,161,529,32.84798201,1.296
419,136,9,Core,Lev_other,Middle Pal,,Levallois,2,4,1,3,2,c,56.59,38.27,22.05,,,254.686,161.159,527.687,287,161,529,32.34105512,1.313
419,72,4,Core,bidirectional,Middle Pal,,Levallois,3,2,1,3,1,c,59.94,37.74,10.74,,,252.994,155.069,527.712,287,161,529,34.5433603,1.288
419,18,9,Core,Lev_other,Middle Pal,,Levallois,3,3,1,3,1,c,60.2,33.04,16.83,,,248.434,160.04,527.871,287,161,529,38.59446329,1.129
