Site,Artifact_No,Artifact_Type,Art_Class,Condensed_Cores,Archaeological_Stage,Tool_Type,Art_Category,Dissolution,Patination,Abrasion,Edge_Damage,Patina_Condensed,Condition,Length,Max_Width,Thickness,Platform_Width,Platform_Height,X_Coord,Y_Coord,Z_Coord,X_Origin,Y_Origin,Z-Origin,Distance,Zdistance
419,84,9,Core,Lev_other,Middle Pal,,Levallois,3,3,1,3,1,c,61.81,53.56,28.3,,,251.944,159.086,527.695,287,161,529,35.13245732,1.305
419,190,9,Core,Lev_other,Middle Pal,,Levallois,3,3,1,3,1,c,60.81,47.47,14.2,,,262.636,154.948,527.72,287,161,529,25.13701653,1.28
419,184,4,Core,bidirectional,Middle Pal,,Levallois,2,4,2,3,2,c,50.16,47.13,20.5,,,262.287,160.892,527.711,287,161,529,24.74682917,1.289
419,192,14,Core,Lev_Nubian,Middle Pal,,Levallois,3,4,2,3,2,c,56.11,39.65,16.93,,,262.944,155.119,527.712,287,161,529,24.797908,1.288
419,196,14,Core,Lev_Nubian,Middle Pal,,Levallois,4,3,2,3,1,c,82.02,54.39,29.88,,,262.236,153.844,527.696,287,161,529,25.81016172,1.304
419,203,17,Core,Lev_other,Middle Pal,,Levallois,1,1,1,4,1,c,44.5,51.88,16.36,,,260.642,155.175,527.725,287,161,529,27.02407101,1.275
419,159,23,Debitage,,Middle Pal,Lev point,Levallois,1,1,1,4,1,c,53.44,26.27,6.75,16.76,5.88,257.059,157.094,527.678,287,161,529,30.22363315,1.322
419,109,27,Debitage,,,,,2,3,1,3,1,c,98.41,22.2,12.36,7.63,6.55,254.003,159.925,527.654,287,161,529,33.04193321,1.346
419,182,17,Core,Lev_other,Middle Pal,,Levallois,1,1,1,4,1,c,82.72,51.63,20.98,,,261.425,161.93,527.697,287,161,529,25.62505286,1.303
419,155,9,Core,Lev_other,Middle Pal,,Levallois,1,1,1,4,1,c,44.5,31.17,16.15,,,257.417,157.818,527.642,287,161,529,29.78461309,1.358
419,92,17,Core,Lev_other,Middle Pal,,Levallois,1,2,1,4,1,c,40.89,43.17,17.6,,,253.91,162.538,527.654,287,161,529,33.15305808,1.346
419,137,24,Debitage,,Middle Pal,,Levallois,1,2,1,4,1,c,51.69,31.37,7.48,28.11,10.25,254.494,161.226,527.678,287,161,529,32.53365636,1.322
419,170,23,Debitage,,Middle Pal,Lev point,Levallois,1,2,1,4,1,c,52.53,28.97,6.45,,,258.838,152.422,527.669,287,161,529,29.46950778,1.331
419,38,25,Debitage,,Middle Pal,,Levallois,1,2,1,4,1,c,86.25,25.04,20.16,8.9,8.09,251.516,165.353,527.672,287,161,529,35.77466211,1.328
419,233,15,Core,Lev_Nubian,Middle Pal,,Levallois,1,99,1,4,,c,63.12,50.7,19.86,,,265.515,158.592,527.63,287,161,529,21.66288506,1.37
419,46,2,Core,uni_blade,,,blades_cores,2,4,1,3,2,c,62.81,42.48,28.88,,,250.568,161.912,527.746,287,161,529,36.46498161,1.254
419,114,17,Core,Lev_other,Middle Pal,,Levallois,1,3,1,4,1,c,49.26,33.36,16.92,,,255.638,155.477,527.688,287,161,529,31.87161617,1.312
419,124,25,Debitage,,Middle Pal,,Levallois,1,3,1,4,1,c,66.28,30.75,6.41,15.31,7.21,254.169,156.946,527.714,287,161,529,33.10533602,1.286
419,161,20,Debitage,,,,flakes_cores,2,5,1,3,2,c,76.94,41.56,9.55,18.94,8.9,256.187,156.592,527.667,287,161,529,31.15522945,1.333
419,81,25,Debitage,,Middle Pal,,Levallois,1,3,1,4,1,c,75.04,48.43,26.92,,,253.41,157.754,527.683,287,161,529,33.77216465,1.317
419,227,17,Core,Lev_other,Middle Pal,,Levallois,1,3,1,4,1,c,67.84,49.69,14.37,,,264.6,162.125,527.636,287,161,529,22.46967114,1.364
419,59,17,Core,Lev_other,Middle Pal,,Levallois,1,3,1,4,1,pm,69.22,69.13,33.05,,,251.287,156.98,527.7,287,161,529,35.96204623,1.3
419,104,23,Debitage,,Middle Pal,Lev point,Levallois,1,3,1,4,1,md,69.54,35.84,9.53,,,252.633,161.126,527.695,287,161,529,34.39199892,1.305
419,4,14,Core,Lev_Nubian,Middle Pal,,Levallois,1,3,1,4,1,c,85.13,62.85,17.76,,,248.98,153.252,527.798,287,161,529,38.82005549,1.202
419,147,18,Core,indeterm,,,,2,4,2,3,2,c,79.04,33.81,20.22,,,257.361,163.498,527.612,287,161,529,29.77644823,1.388
419,40,4,Core,bidirectional,Middle Pal,,Levallois,1,4,1,4,2,md,41.42,16.61,25.22,,,251.398,165.156,527.706,287,161,529,35.86710437,1.294
419,90,25,Debitage,,Middle Pal,,Levallois,1,4,1,4,2,c,63.94,24.9,8.06,23.26,7.87,253.044,162.618,527.67,287,161,529,34.02053439,1.33
419,15,27,Debitage,,,,,4,5,2,3,2,c,77.59,24.83,13.7,,,249.053,156.744,527.855,287,161,529,38.20208594,1.145
419,54,16,Core,Lev_Nubian,Middle Pal,,Levallois,1,4,1,4,2,c,76.84,44.95,23.4,,,250.923,157.941,527.742,287,161,529,36.22830349,1.258
419,139,24,Debitage,,Middle Pal,,Levallois,1,4,1,4,2,c,87.8,31.39,12.07,14.32,9.84,257.598,164.928,527.613,287,161,529,29.69563195,1.387
419,135,24,Debitage,,Middle Pal,,Levallois,1,5,1,4,2,c,66.18,27.54,11.92,24.02,9.46,254.773,159.683,527.686,287,161,529,32.28065387,1.314
419,189,9,Core,Lev_other,Middle Pal,,Levallois,2,2,1,4,1,c,83.48,51.27,14.04,,,263.07,154.966,527.707,287,161,529,24.71286922,1.293
419,113,15,Core,Lev_Nubian,Middle Pal,,Levallois,2,3,1,4,1,c,45.19,39.15,16.49,,,254.512,152.863,527.736,287,161,529,33.51534886,1.264
419,122,25,Debitage,,Middle Pal,,Levallois,2,3,1,4,1,c,66.69,33.6,11.07,25.62,9.09,254.227,157.171,527.703,287,161,529,33.02140183,1.297
419,154,25,Debitage,,Middle Pal,,Levallois,2,3,1,4,1,c,67.02,30.41,11.45,18.17,10.75,259.105,157.657,527.634,287,161,529,28.12779106,1.366
419,12,2,Core,uni_blade,,,blades_cores,1,2,1,4,1,c,74.7,30.96,19.02,,,250.637,155.948,527.798,287,161,529,36.73193811,1.202
419,121,25,Debitage,,Middle Pal,,Levallois,2,3,1,4,1,c,68.92,36.31,12.71,,,254.156,157.148,527.702,287,161,529,33.09457726,1.298
419,66,17,Core,Lev_other,Middle Pal,,Levallois,2,3,1,4,1,p,80.12,18.99,18.58,,,252.582,151.371,527.699,287,161,529,35.76323484,1.301
419,151,27,Debitage,,,,,1,2,1,4,1,c,51.55,13.9,16.19,11.42,6.14,259.094,162.705,527.625,287,161,529,27.99182891,1.375
419,162,20,Debitage,,,,flakes_cores,1,2,1,4,1,c,55.54,29.04,11.45,16.76,8.48,256.362,156.448,527.668,287,161,529,31.00293489,1.332
419,57,24,Debitage,,Middle Pal,,Levallois,2,3,1,4,1,md,71.09,19.9,12.74,,,251.646,157.427,527.75,287,161,529,35.55607044,1.25
419,100,9,Core,Lev_other,Middle Pal,,Levallois,2,3,1,4,1,c,60.27,35.89,25.28,,,253.813,161.045,527.662,287,161,529,33.2139916,1.338
419,55,4,Core,bidirectional,Middle Pal,,Levallois,2,4,1,4,2,c,44.75,42.21,27.33,,,251.236,158.672,527.759,287,161,529,35.86116787,1.241
419,63,17,Core,Lev_other,Middle Pal,,Levallois,2,4,1,4,2,c,52.17,50.66,16.07,,,250.87,154.255,527.651,287,161,529,36.77895765,1.349
419,175,4,Core,bidirectional,Middle Pal,,Levallois,2,4,1,4,2,c,55.02,26.33,14.64,,,257.229,161.959,527.706,287,161,529,29.81453602,1.294
419,36,25,Debitage,,Middle Pal,,Levallois,2,4,1,4,2,c,75.05,25.84,12.5,11.24,10.99,250.194,165.318,527.715,287,161,529,37.08069558,1.285
419,93,4,Core,bidirectional,Middle Pal,,Levallois,2,4,1,4,2,c,61.23,41.86,36.73,,,254.108,162.686,527.648,287,161,529,32.96292105,1.352
419,23,2,Core,uni_blade,,,blades_cores,1,3,1,4,1,c,62.1,25.7,45.52,,,247.968,160.558,527.84,287,161,529,39.05173476,1.16
419,79,2,Core,uni_blade,,,blades_cores,1,3,1,4,1,c,66.88,24.56,27.38,,,252.89,156.621,527.71,287,161,529,34.4141227,1.29
419,7,27,Debitage,,,,,1,3,1,4,1,c,68.25,15.61,16.21,14.43,13.23,250.249,153.554,527.785,287,161,529,37.51739786,1.215
419,60,18,Core,indeterm,,,,1,3,1,4,1,c,74.89,20,24.77,,,251.754,157.144,527.683,287,161,529,35.4807517,1.317
419,94,27,Debitage,,,,,1,3,1,4,1,md,78.81,20.33,14.81,,,254.192,162.589,527.627,287,161,529,32.87514128,1.373
419,156,1,Core,uni_flake,,,flakes_cores,1,3,1,4,1,c,55.02,31.8,37.98,,,257.764,157.796,527.671,287,161,529,29.44105217,1.329
419,163,21,Debitage,,,,blades_cores,1,3,1,4,1,md,37.69,20.89,8.05,,,256.764,156.882,527.678,287,161,529,30.54376048,1.322
419,165,26,Debitage,,,,blades_cores,1,3,1,4,1,c,79.15,18.48,20.45,7.88,5.99,256.127,156.125,527.699,287,161,529,31.28258869,1.301
419,172,27,Debitage,,,,,1,3,1,4,1,c,68.2,24.51,7.6,29.47,9.29,258.456,155.531,527.649,287,161,529,29.09458881,1.351
419,205,21,Debitage,,,,blades_cores,1,3,1,4,1,c,59.12,25.14,7.56,,,260.951,155.454,527.737,287,161,529,26.66277716,1.263
419,115,23,Debitage,,Middle Pal,Lev point,Levallois,2,4,1,4,2,c,56.81,32.51,7.79,33.51,9.96,256.342,155.466,527.674,287,161,529,31.18166763,1.326
419,70,24,Debitage,,Middle Pal,,Levallois,2,4,1,4,2,c,64.05,47.08,12.19,50.57,14.2,254.145,153.786,527.733,287,161,529,33.66152269,1.267
419,91,16,Core,Lev_Nubian,Middle Pal,,Levallois,2,4,1,4,2,c,76.91,41.25,19.85,,,253.012,161.905,527.653,287,161,529,34.02671859,1.347
419,50,24,Debitage,,Middle Pal,,Levallois,2,4,1,4,2,md,70.73,28.6,10.91,,,249.787,161.391,527.74,287,161,529,37.23637805,1.26
419,120,27,Debitage,,,,,1,4,1,4,2,c,83.25,20.45,13.07,12.8,8.8,254.808,157.424,527.702,287,161,529,32.41600598,1.298
419,180,27,Debitage,,,,,1,4,1,4,2,c,98.37,25.44,10.92,24.85,12.28,259.715,163.336,527.715,287,161,529,27.41494749,1.285
419,82,23,Debitage,,Middle Pal,Lev point,Levallois,2,4,1,4,2,c,71.79,32.37,9.66,31.75,11.23,253.871,157.101,527.67,287,161,529,33.38415406,1.33
419,166,2,Core,uni_blade,,,blades_cores,1,99,1,4,,c,51.39,23.75,15.67,,,256.673,152.499,527.695,287,161,529,31.52295917,1.305
419,30,22,Debitage,,Middle Pal,,Levallois,2,4,1,4,2,c,74.12,43.19,8.25,,,248.766,164.874,527.757,287,161,529,38.44985931,1.243
419,213,27,Debitage,,,,,2,2,1,4,1,c,85.59,41.79,18.85,15.5,7.58,263.314,154.276,527.65,287,161,529,24.65889843,1.35
419,10,9,Core,Lev_other,Middle Pal,,Levallois,2,4,1,4,2,c,65.87,65.33,16.6,,,249.585,155.285,527.806,287,161,529,37.86778428,1.194
419,13,9,Core,Lev_other,Middle Pal,,Levallois,2,4,1,4,2,c,68.72,39.9,19.88,,,250.731,155.355,527.785,287,161,529,36.72577584,1.215
419,31,9,Core,Lev_other,Middle Pal,,Levallois,2,4,1,4,2,md,54.68,40.19,13.96,,,249.332,165.42,527.753,287,161,529,37.9469318,1.247
419,167,9,Core,Lev_other,Middle Pal,,Levallois,2,4,1,4,2,c,62.46,39.23,23.72,,,257.922,152.412,527.671,287,161,529,30.34880671,1.329
419,176,4,Core,bidirectional,Middle Pal,,Levallois,2,5,1,4,2,c,53.58,38.91,21.09,,,259.741,163.561,527.714,287,161,529,27.40922469,1.286
419,9,4,Core,bidirectional,Middle Pal,,Levallois,2,5,1,4,2,c,77.95,35.86,15.6,,,248.253,154.398,527.833,287,161,529,39.32274535,1.167
419,125,16,Core,Lev_Nubian,Middle Pal,,Levallois,3,3,1,4,1,c,69.42,49.49,16.63,,,254.219,156.855,527.68,287,161,529,33.06837441,1.32
419,112,6,Core,multi_plat,,,flakes_cores,2,3,1,4,1,c,42.91,35.09,24.81,,,254.864,153.209,527.718,287,161,529,33.09177694,1.282
419,117,51,Tool,,,burin,,2,99,1,4,,c,67.69,34.48,19.35,29.09,12.36,254.261,155.044,527.724,287,161,529,33.3008143,1.276
419,11,16,Core,Lev_Nubian,Middle Pal,,Levallois,3,4,1,4,2,c,79.37,55.99,16.52,,,249.727,155.658,527.806,287,161,529,37.6727903,1.194
419,171,24,Debitage,,Middle Pal,,Levallois,3,4,1,4,2,c,70.23,37.92,14.94,,,258.87,152.742,527.625,287,161,529,29.34931156,1.375
419,52,23,Debitage,,Middle Pal,Lev point,Levallois,3,5,1,4,2,pm,52.77,34.31,11.71,37.21,11.88,250.064,159.736,527.719,287,161,529,36.97981548,1.281
419,103,23,Debitage,,Middle Pal,Lev point,Levallois,3,5,1,4,2,c,85.14,37.38,14.11,29.86,9.58,252.747,161.183,527.69,287,161,529,34.27852969,1.31
419,3,9,Core,Lev_other,Middle Pal,,Levallois,3,5,1,4,2,c,58.82,49.51,16.39,,,249.516,152.91,527.811,287,161,529,38.36550634,1.189
419,61,9,Core,Lev_other,Middle Pal,,Levallois,4,2,1,4,1,c,94.05,82.75,15.54,,,251.044,156.422,527.693,287,161,529,36.26982587,1.307
419,177,14,Core,Lev_Nubian,Middle Pal,,Levallois,2,4,2,4,2,c,67.7,37.07,26.2,,,259.485,163.455,527.718,287,161,529,27.65403721,1.282
419,26,5,Core,bidirectional,Middle Pal,,Levallois,2,5,2,4,2,c,43.26,40.74,13.82,,,247.765,164.017,527.768,287,161,529,39.37010716,1.232
419,34,14,Core,Lev_Nubian,Middle Pal,,Levallois,3,4,2,4,2,c,84.24,40.02,28.51,,,250.372,165.522,527.73,287,161,529,36.92792667,1.27
419,67,5,Core,bidirectional,Middle Pal,,Levallois,3,5,2,4,2,c,51.35,38.25,16.47,,,252.7,151.194,527.726,287,161,529,35.69692861,1.274
419,22,9,Core,Lev_other,Middle Pal,,Levallois,3,5,2,4,2,c,64.51,57.25,21.79,,,247.264,160.021,527.828,287,161,529,39.76533316,1.172
419,49,17,Core,Lev_other,Middle Pal,,Levallois,4,5,2,4,2,c,81.07,65.64,25.2,,,249.628,161.474,527.771,287,161,529,37.39520693,1.229
419,108,15,Core,Lev_Nubian,Middle Pal,,Levallois,4,5,2,4,2,c,93.6,49.43,22.31,,,253.617,159.738,527.662,287,161,529,33.43362943,1.338
419,27,18,Core,indeterm,,,,2,4,1,4,2,c,81.7,59.97,28.31,,,247.908,164.122,527.797,287,161,529,39.23491502,1.203
419,28,9,Core,Lev_other,Middle Pal,,Levallois,5,5,2,4,2,c,72.41,57.73,27.07,,,248.329,164.303,527.786,287,161,529,38.83078477,1.214
419,33,20,Debitage,,,,flakes_cores,2,4,1,4,2,md,67.52,37.71,15.47,,,249.306,165.37,527.755,287,161,529,37.96688769,1.245
419,200,2,Core,uni_blade,,,blades_cores,2,4,1,4,2,c,71.71,31.44,57.46,,,260.232,154.288,527.724,287,161,529,27.62616412,1.276
419,145,27,Debitage,,,,,2,4,1,4,2,c,98.2,25.76,20.97,29.59,14.76,258.126,163.693,527.62,287,161,529,29.03212918,1.38
419,48,25,Debitage,,Middle Pal,,Levallois,1,4,1,5,2,c,82.52,16.46,26.59,8.82,12.22,250.668,161.286,527.755,287,161,529,36.35445014,1.245
419,178,15,Core,Lev_Nubian,Middle Pal,,Levallois,1,4,1,5,2,c,80.78,37.27,10.15,,,259.475,163.251,527.729,287,161,529,27.6461221,1.271
419,128,24,Debitage,,Middle Pal,,Levallois,2,2,1,5,1,md,31.25,26.28,7.06,,,255.068,158.371,527.686,287,161,529,32.06697462,1.314
419,138,24,Debitage,,Middle Pal,,Levallois,2,5,1,5,2,c,62.54,37.48,10.48,31.69,13.57,253.806,160.162,527.699,287,161,529,33.23005388,1.301
419,42,20,Debitage,,,,flakes_cores,3,3,1,4,1,c,87.57,53.01,11.1,33.89,7.08,251.398,164.473,527.706,287,161,529,35.79439298,1.294
419,199,9,Core,Lev_other,Middle Pal,,Levallois,2,5,1,5,2,c,68.68,51.07,27.4,,,260.151,154.01,527.739,287,161,529,27.77263081,1.261
419,41,16,Core,Lev_Nubian,Middle Pal,,Levallois,4,3,1,5,1,c,68.99,50.71,22.61,,,251.641,164.497,527.708,287,161,529,35.55498775,1.292
419,5,20,Debitage,,,,flakes_cores,3,4,1,4,2,c,50.56,48.15,14.22,38.6,16.21,248.809,152.627,527.81,287,161,529,39.1161822,1.19
419,14,9,Core,Lev_other,Middle Pal,,Levallois,2,5,2,5,2,c,57.63,52,26.65,,,249.72,157.66,527.838,287,161,529,37.44735296,1.162
419,47,24,Debitage,,Middle Pal,,Levallois,3,5,2,5,2,c,72.99,60.52,15.5,40.3,14.37,250.764,161.087,527.766,287,161,529,36.25710994,1.234
419,8,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,1,1,1,1,md,62.5,29.34,15.27,,,250.509,153.474,527.808,287,161,529,37.27807158,1.192
419,19,26,Debitage,,,,blades_cores,3,5,1,4,2,c,73.76,35.03,18.78,,,249.15,160.747,527.832,287,161,529,37.86886231,1.168
419,45,27,Debitage,,,,,3,5,1,4,2,c,62.81,29.86,22.98,18.17,11.72,250.22,161.678,527.766,287,161,529,36.80694011,1.234
419,24,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,1,1,1,1,c,104.91,25,14.02,,,248.409,163.397,527.791,287,161,529,38.68426775,1.209
419,44,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,1,1,1,1,c,89.31,27.94,11.99,,,250.213,162.781,527.755,287,161,529,36.8511242,1.245
419,110,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,1,1,1,1,c,83.95,33.2,12.84,,,253.231,158.846,527.682,287,161,529,33.86328692,1.318
419,118,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,1,1,1,1,md,75.19,37.91,16.69,,,255.22,156.837,527.671,287,161,529,32.07904628,1.329
419,188,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,1,1,1,1,c,95.99,31.54,22.52,,,262.579,157.232,527.679,287,161,529,24.74526431,1.321
419,232,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,2,1,1,1,c,125.53,48.16,13.91,,,265.246,159.933,527.624,287,161,529,21.82357397,1.376
419,149,27,Debitage,,,,,3,5,2,4,2,c,65.28,22.26,21.54,12.04,7.62,258.352,163.781,527.604,287,161,529,28.81650015,1.396
419,300,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,2,1,1,1,md,60.29,26.8,18.26,,,281.574,161.708,528.584,287,161,529,5.487786075,0.416
419,133,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,1,1,2,1,md,71.12,30.49,13.45,,,254.486,159.15,527.69,287,161,529,32.59292555,1.31
419,83,27,Debitage,,,,,4,5,2,4,2,md,89.15,18.39,23.95,,,252.676,158.539,527.669,287,161,529,34.4378434,1.331
419,250,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,1,1,2,1,c,84.82,36.29,10.9,,,268.409,163.528,527.726,287,161,529,18.80529556,1.274
419,272,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,1,1,2,1,md,88.5,34.11,20.28,,,273.748,163.481,527.969,287,161,529,13.5216059,1.031
419,153,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,2,1,2,1,c,76.53,28.98,16.17,,,258.813,160.228,527.63,287,161,529,28.2308316,1.37
419,253,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,2,1,2,1,md,63.85,71.84,17.77,,,269.805,161.865,527.746,287,161,529,17.26235111,1.254
419,65,27,Debitage,,,,,2,4,1,5,2,c,95.33,29.52,14.87,,,251.561,152.526,527.708,287,161,529,36.46094707,1.292
419,116,47,Tool,,,endscraper,,2,4,1,5,2,c,55.53,32.17,15.53,18.86,10.81,255.669,155.643,527.689,287,161,529,31.81269764,1.311
419,285,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,2,1,2,1,md,50.95,64.27,17.16,,,277.875,162.44,528.244,287,161,529,9.268805802,0.756
419,17,21,Debitage,,,,blades_cores,2,5,1,5,2,c,103.61,35.69,14.25,15.19,8.99,249.092,159.103,527.862,287,161,529,37.97249158,1.138
419,288,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,2,1,2,1,c,86.79,29.78,20.51,,,281.944,159.062,528.704,287,161,529,5.422784893,0.296
419,292,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,2,1,2,1,c,79.38,45.72,15.5,,,282.38,161.436,528.685,287,161,529,4.651206403,0.315
419,293,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,2,1,2,1,c,94.6,30.57,22.81,,,284.247,160.653,528.877,287,161,529,2.777507336,0.123
419,35,27,Debitage,,,,,2,5,2,5,2,c,79.22,28.73,12.25,25.69,10.81,250.57,165.185,527.716,287,161,529,36.692067,1.284
419,291,42,Tool,,Upper / Late Pal,foliate (bifacial & trifacial),bif_tools,1,3,1,2,1,c,111.44,51.01,23.66,,,283.559,161.01,528.82,287,161,529,3.445719228,0.18
